property_name,property_type,baths,baths_1qtr,baths_3qtr,baths_full,baths_half,beds,garage,lot_sqft,name,sold_date,sold_price,sqft,stories,sub_type,type,year_built,is_foreclosure,is_price_reduced,is_new_listing,is_new_construction,price_reduced_amount,property_id,list_price,listing_id,list_date,street_address,city,state,country,county_name,postal_code,latitude,longitude
KW MONTGOMERY,Office,1.0,,,1.0,,3.0,,11326.0,,2024-01-09,31500.0,961.0,1.0,,single_family,1958.0,,,False,,,7315920123,31500.0,2963067396,2024-01-10T03:11:24.000000Z,1313 Adrian Ln,Montgomery,AL,,Montgomery,36111,32.334407,-86.289689
KW MONTGOMERY,Office,2.0,,,2.0,,4.0,,11326.0,,2024-01-08,172500.0,1699.0,1.0,,single_family,1975.0,,,False,,,8182935020,169900.0,2962227212,2023-12-05T03:11:36.000000Z,729 Ledyard Pl,Montgomery,AL,,Montgomery,36109,32.392608,-86.231218
MARY LOU BAILEY REALTY,Office,2.0,,,2.0,,4.0,,12632.0,,2024-01-08,178000.0,1892.0,1.0,,single_family,1967.0,,False,False,,5000.0,8656536510,184900.0,2961407982,2023-11-07T00:05:24.000000Z,511 E Moye Dr,Montgomery,AL,,Montgomery,36109,32.37289,-86.237024
ARC Realty Montgomery,Office,2.0,,,2.0,,3.0,2.0,67954.0,,2024-01-08,150000.0,1833.0,1.0,,single_family,1962.0,,,False,,,7463846561,159000.0,2960840384,2023-10-24T22:03:07.000000Z,540 Seibles Rd,Montgomery,AL,,Montgomery,36116,32.31254,-86.29416
LanMac Realty,Office,3.0,,,2.0,1.0,3.0,,313632.0,,2024-01-08,170000.0,3092.0,1.0,,single_family,1945.0,,False,False,,20000.0,9438857823,180000.0,2959489307,2023-09-08T14:32:07.000000Z,7370 Narrow Lane Rd,Montgomery,AL,,Montgomery,36116,32.273275,-86.259551
SNC Real Estate LLC.,Office,1.0,,,1.0,,3.0,,12632.0,,2024-01-05,125000.0,1380.0,1.0,,single_family,1957.0,,,False,,,8163998846,125000.0,2961396128,2023-11-06T18:42:05.000000Z,4006 Marquette Dr,Montgomery,AL,,Montgomery,36109,32.370027,-86.242435
Arc Realty - Auburn,Office,2.0,,,2.0,,3.0,,6098.0,,2024-01-05,162000.0,1539.0,1.0,,single_family,1984.0,,,False,,,8965792046,180000.0,2961496687,2023-11-09T19:26:26.000000Z,6032 Bolingbrook Dr,Montgomery,AL,,Montgomery,36117,32.352188,-86.201805
Aronov Realty Brokerage Inc.,Office,2.0,,,2.0,,3.0,,8276.0,,2024-01-05,111200.0,1178.0,1.0,,single_family,1950.0,,,False,,,8210500445,118900.0,2961489340,2023-11-09T16:29:22.000000Z,2802 Cherry St,Montgomery,AL,,Montgomery,36107,32.369906,-86.271969
"Shashy Realty, LLC",Office,1.0,,,1.0,,3.0,1.0,7405.0,,2024-01-05,63000.0,1290.0,1.0,,single_family,1948.0,,,False,,,7793345485,65000.0,2961378333,2023-11-05T18:44:56.000000Z,2938 McQueen St,Montgomery,AL,,Montgomery,36107,32.375789,-86.27008
"List With Freedom, Inc.",Office,2.0,,,2.0,,4.0,,16553.0,,2024-01-05,106000.0,2349.0,1.0,,single_family,1964.0,,,False,,,8352509580,110000.0,2960801836,2023-10-23T18:51:02.000000Z,3010 Merrimac Dr,Montgomery,AL,,Montgomery,36111,32.334141,-86.260841
KW MONTGOMERY,Office,3.0,,,3.0,,4.0,,22651.0,,2024-01-05,310000.0,3137.0,1.0,,single_family,1989.0,,False,False,,15500.0,8073335883,420000.0,2958470414,2023-08-08T14:32:27.000000Z,9719 Rosalie Dr,Montgomery,AL,,Montgomery,36117,32.348511,-86.144541
Wallace & Moody Realty,Office,2.0,,,2.0,,3.0,2.0,6534.0,,2024-01-05,245000.0,1742.0,1.0,,single_family,2001.0,,,False,,,8426516593,249000.0,2960634023,2023-10-17T22:03:02.000000Z,8087 Ansley Trce,Montgomery,AL,,Montgomery,36117,32.380124,-86.16438
Capital Rlty Grp River Region,Office,1.0,,,1.0,,3.0,,15682.0,,2024-01-05,100000.0,1471.0,1.0,,single_family,1950.0,,False,False,,7900.0,7056113344,105000.0,2959876046,2023-09-21T19:38:23.000000Z,256 Perry Hill Rd,Montgomery,AL,,Montgomery,36109,32.378365,-86.24679
5th Floor Realty Group,Office,2.0,,,1.0,1.0,3.0,,10664.0,,2024-01-05,95900.0,1200.0,1.0,,single_family,1971.0,,,False,,,7947655529,95500.0,2962219368,2023-12-04T21:26:28.000000Z,6212 Hinchcliff Rd,Montgomery,AL,,Montgomery,36117,32.391523,-86.193254
Sandra Nickel Hat Team Realtor,Office,4.0,,,3.0,1.0,4.0,2.0,30056.0,,2024-01-04,375000.0,4483.0,2.0,,single_family,1940.0,,,False,,,8261736041,410000.0,2959870684,2023-09-21T17:39:14.000000Z,2188 Woodley Rd,Montgomery,AL,,Montgomery,36111,32.341846,-86.277533
House & Home Real Estate,Office,2.0,,,2.0,,3.0,2.0,9583.0,,2024-01-04,320000.0,2488.0,1.0,,single_family,2004.0,,,False,,,8782779002,334900.0,2962186447,2023-12-02T15:38:34.000000Z,861 Somerset Dr,Montgomery,AL,,Montgomery,36117,32.375242,-86.158352
Silver Oak Realty,Office,2.0,,,2.0,,3.0,,10019.0,,2024-01-04,120000.0,1747.0,1.0,,single_family,1971.0,,True,False,,100.0,7152486220,119900.0,2960272346,2023-10-05T13:47:17.000000Z,3223 Babette Cir,Montgomery,AL,,Montgomery,36116,32.309924,-86.240711
Wallace & Moody Realty,Office,2.0,,,2.0,,4.0,2.0,13747.0,,2024-01-03,283000.0,2069.0,1.0,,single_family,1994.0,,,False,,,7194045969,289900.0,2961543302,2023-11-10T22:41:34.000000Z,2349 Brookstone Dr,Montgomery,AL,,Montgomery,36117,32.343306,-86.167468
Aegis-Michaud Properties Inc,Office,2.0,,,2.0,,4.0,,15682.0,,2024-01-02,284500.0,2124.0,1.0,,single_family,1994.0,,,False,,,7558916813,289900.0,2961717690,2023-11-15T22:35:40.000000Z,8332 Old Federal Rd,Montgomery,AL,,Montgomery,36117,32.341748,-86.167057
Capital Rlty Grp River Region,Office,2.0,,,2.0,,2.0,,4792.0,,2024-01-02,160000.0,1475.0,1.0,,single_family,1989.0,,,False,,,7532334823,175000.0,2961447588,2023-11-08T13:11:39.000000Z,4040 Chambers Pl,Montgomery,AL,,Montgomery,36109,32.389676,-86.244298
J. Webb Realty,Office,4.0,,,3.0,1.0,4.0,2.0,4356.0,,2024-01-02,439900.0,3050.0,2.0,,single_family,2022.0,,False,False,,5100.0,9702416423,439900.0,2959892239,2023-09-22T04:03:13.000000Z,7107 Fain Park Dr,Montgomery,AL,,Montgomery,36117,32.356445,-86.143059
X-Clusive Realty,Office,2.0,,,2.0,,3.0,,18731.0,,2024-01-02,68250.0,2556.0,1.0,,single_family,1968.0,,,False,,,7307257977,101200.0,2959976130,2023-09-25T20:39:05.000000Z,201 Eagerton Rd,Montgomery,AL,,Montgomery,36116,32.308274,-86.257496
Capital Rlty Grp River Region,Office,4.0,,,3.0,1.0,4.0,2.0,29621.0,,2024-01-02,385000.0,3288.0,2.0,,single_family,1987.0,,False,False,,10000.0,7435305681,399000.0,2957848730,2023-07-19T21:50:53.000000Z,8148 Lichfield Ct,Montgomery,AL,,Montgomery,36117,32.345345,-86.153421
ERA WEEKS & BROWNING REALTY,Office,2.0,,,2.0,,4.0,,26136.0,,2024-01-01,139900.0,1500.0,1.0,,single_family,1978.0,,,False,,,7899123899,139900.0,2962211734,2023-12-04T17:20:32.000000Z,4387 Wares Ferry Rd,Montgomery,AL,,Montgomery,36109,32.389227,-86.228626
CORE International Realty LLC.,Office,2.0,,,2.0,,3.0,,17280.0,,2023-12-30,115000.0,2240.0,1.0,,single_family,1975.0,,,False,,,7960919056,116000.0,2958308289,2023-08-03T03:41:29.000000Z,4530 Shamrock Ct,Montgomery,AL,,Montgomery,36106,32.339396,-86.231634
FlatFee.com,Office,2.0,,,2.0,,3.0,,17424.0,,2024-01-16,145000.0,2058.0,1.0,,single_family,1969.0,,,False,,,7320925131,149000.0,619793175,2023-12-19T18:08:22.000000Z,115 Lookout Ridge Rd,Montgomery,AL,,Montgomery,36109,32.380023,-86.221454
Wallace & Moody Realty,Office,2.0,,,2.0,,3.0,,9712.0,,2024-01-16,65000.0,1432.0,1.0,,single_family,1955.0,,False,False,,9000.0,7231604965,68000.0,2957379146,2023-07-05T16:47:40.000000Z,611 Glenmore Rd,Montgomery,AL,,Montgomery,36107,32.386844,-86.284387
"List With Freedom, Inc.",Office,2.0,,,2.0,,3.0,,10890.0,,2024-01-12,169000.0,1804.0,1.0,,single_family,1984.0,,False,False,,5000.0,7700690979,169999.0,2960975584,2023-10-29T17:55:28.000000Z,1819 E Trinity Blvd,Montgomery,AL,,Montgomery,36106,32.351898,-86.232662
Realty South - Chilton REA,Office,2.0,,,2.0,,3.0,,12632.0,,2024-01-12,180000.0,1476.0,1.0,,single_family,1999.0,,,False,,,8798505230,189900.0,2962329566,2023-12-08T14:11:39.000000Z,1112 Sandlewood Ct,Montgomery,AL,,Montgomery,36117,32.405798,-86.200885
House & Home Real Estate,Office,2.0,,,2.0,,4.0,,12632.0,,2024-01-12,260000.0,1888.0,1.0,,single_family,2001.0,,True,False,,5001.0,7117799851,254999.0,2961991525,2023-11-27T22:50:49.000000Z,545 Ridge Park Dr,Montgomery,AL,,Montgomery,36117,32.37089,-86.161376
KW MONTGOMERY,Office,2.0,,,2.0,,3.0,,13068.0,,2024-01-12,60000.0,1722.0,1.0,,single_family,1962.0,,,False,,,8922976627,75000.0,2952735222,2023-02-24T15:00:22.000000Z,4275 Sunshine Dr,Montgomery,AL,,Montgomery,36116,32.323353,-86.291318
Century 21 Prestige,Office,3.0,,,2.0,1.0,3.0,,740520.0,,2024-01-12,424900.0,3339.0,2.0,,single_family,1974.0,,,False,,,9099119141,424900.0,2959272543,2023-09-01T00:58:27.000000Z,1380 Cantelou Rd,Montgomery,AL,,Montgomery,36108,32.323992,-86.458715
Mossy Oak Prop Al Land Crafter,Office,0.0,,,,,,,3397680.0,,2024-01-12,370000.0,,,,land,,,,False,,,9371305836,395000.0,2947407483,2022-09-02T18:18:05.000000Z,3180 E Old Hayneville Rd,Montgomery,AL,,Montgomery,36105,32.155112,-86.220291
Capital Rlty Grp River Region,Office,2.0,,,2.0,,3.0,2.0,11326.0,,2024-01-12,159000.0,1635.0,1.0,,single_family,1965.0,,,False,,,8224034280,159000.0,2962073853,2023-11-30T13:50:41.000000Z,817 Dumont Dr,Montgomery,AL,,Montgomery,36109,32.37021,-86.251939
First Call Realty,Office,2.0,,,2.0,,3.0,,14375.0,,2024-01-12,140000.0,1576.0,1.0,,single_family,1969.0,,,False,,,7788790816,140000.0,2962320837,2023-12-08T00:50:40.000000Z,369 Kroy Dr,Montgomery,AL,,Montgomery,36117,32.389801,-86.196333
Partners Realty,Office,1.0,,,1.0,,3.0,,13504.0,,2024-01-12,149900.0,1736.0,1.0,,single_family,1954.0,,,False,,,7502373005,149900.0,2962528957,2023-12-13T22:08:44.000000Z,3725 Dalraida Pkwy,Montgomery,AL,,Montgomery,36109,32.393518,-86.247999
Taylor Realty,Office,1.0,,,1.0,,2.0,,4356.0,,2024-01-12,45000.0,1434.0,1.0,,single_family,1966.0,,,False,,,9066470079,50000.0,2962546121,2023-12-14T16:29:30.000000Z,1109D E Nixon Ave,Montgomery,AL,,Montgomery,36104,32.362228,-86.312431
EXIT Realty Pike Road,Office,2.0,,,2.0,,4.0,2.0,13068.0,,2024-01-11,310000.0,2134.0,1.0,,single_family,2006.0,,False,False,,10000.0,7582727824,320000.0,2959156747,2023-08-28T19:26:36.000000Z,8979 Pennington Pl,Montgomery,AL,,Montgomery,36117,32.316226,-86.134284
RE/MAX Cornerstone Plus,Office,2.0,,,2.0,,3.0,,6970.0,,2024-01-10,147000.0,1650.0,1.0,,single_family,1986.0,,,False,,,7012948010,145000.0,2960865829,2023-10-25T19:07:59.000000Z,3139 Sutton Dr,Montgomery,AL,,Montgomery,36111,32.330353,-86.257237
Ourtown Realty,Office,2.0,,,2.0,,5.0,2.0,16553.0,,2024-01-10,195000.0,2264.0,1.0,,single_family,1968.0,,,False,,,7474045814,215000.0,2958028203,2023-07-25T20:45:25.000000Z,5728 Carriage Hills Dr,Montgomery,AL,,Montgomery,36116,32.336941,-86.223595
Storing Up Treasures Realty,Office,2.0,,,2.0,,3.0,2.0,16988.0,,2024-01-09,136000.0,1752.0,1.0,,single_family,1968.0,,,False,,,8160653135,136000.0,2961502665,2023-11-09T21:32:22.000000Z,4760 Queensbury Ct,Montgomery,AL,,Montgomery,36116,32.312602,-86.287019
KW MONTGOMERY,Office,1.0,,,1.0,,3.0,,11326.0,,2024-01-09,31500.0,961.0,1.0,,single_family,1958.0,,,False,,,7315920123,31500.0,2963067396,2024-01-10T03:11:24.000000Z,1313 Adrian Ln,Montgomery,AL,,Montgomery,36111,32.334407,-86.289689
MARY LOU BAILEY REALTY,Office,2.0,,,2.0,,4.0,,12632.0,,2024-01-08,178000.0,1892.0,1.0,,single_family,1967.0,,False,False,,5000.0,8656536510,184900.0,2961407982,2023-11-07T00:05:24.000000Z,511 E Moye Dr,Montgomery,AL,,Montgomery,36109,32.37289,-86.237024
KW MONTGOMERY,Office,2.0,,,2.0,,4.0,,11326.0,,2024-01-08,172500.0,1699.0,1.0,,single_family,1975.0,,,False,,,8182935020,169900.0,2962227212,2023-12-05T03:11:36.000000Z,729 Ledyard Pl,Montgomery,AL,,Montgomery,36109,32.392608,-86.231218
ARC Realty Montgomery,Office,2.0,,,2.0,,3.0,2.0,67954.0,,2024-01-08,150000.0,1833.0,1.0,,single_family,1962.0,,,False,,,7463846561,159000.0,2960840384,2023-10-24T22:03:07.000000Z,540 Seibles Rd,Montgomery,AL,,Montgomery,36116,32.31254,-86.29416
LanMac Realty,Office,3.0,,,2.0,1.0,3.0,,313632.0,,2024-01-08,170000.0,3092.0,1.0,,single_family,1945.0,,False,False,,20000.0,9438857823,180000.0,2959489307,2023-09-08T14:32:07.000000Z,7370 Narrow Lane Rd,Montgomery,AL,,Montgomery,36116,32.273275,-86.259551
SNC Real Estate LLC.,Office,1.0,,,1.0,,3.0,,12632.0,,2024-01-05,125000.0,1380.0,1.0,,single_family,1957.0,,,False,,,8163998846,125000.0,2961396128,2023-11-06T18:42:05.000000Z,4006 Marquette Dr,Montgomery,AL,,Montgomery,36109,32.370027,-86.242435
Arc Realty - Auburn,Office,2.0,,,2.0,,3.0,,6098.0,,2024-01-05,162000.0,1539.0,1.0,,single_family,1984.0,,,False,,,8965792046,180000.0,2961496687,2023-11-09T19:26:26.000000Z,6032 Bolingbrook Dr,Montgomery,AL,,Montgomery,36117,32.352188,-86.201805
Aronov Realty Brokerage Inc.,Office,2.0,,,2.0,,3.0,,8276.0,,2024-01-05,111200.0,1178.0,1.0,,single_family,1950.0,,,False,,,8210500445,118900.0,2961489340,2023-11-09T16:29:22.000000Z,2802 Cherry St,Montgomery,AL,,Montgomery,36107,32.369906,-86.271969
"Shashy Realty, LLC",Office,1.0,,,1.0,,3.0,1.0,7405.0,,2024-01-05,63000.0,1290.0,1.0,,single_family,1948.0,,,False,,,7793345485,65000.0,2961378333,2023-11-05T18:44:56.000000Z,2938 McQueen St,Montgomery,AL,,Montgomery,36107,32.375789,-86.27008
"List With Freedom, Inc.",Office,2.0,,,2.0,,4.0,,16553.0,,2024-01-05,106000.0,2349.0,1.0,,single_family,1964.0,,,False,,,8352509580,110000.0,2960801836,2023-10-23T18:51:02.000000Z,3010 Merrimac Dr,Montgomery,AL,,Montgomery,36111,32.334141,-86.260841
KW MONTGOMERY,Office,3.0,,,3.0,,4.0,,22651.0,,2024-01-05,310000.0,3137.0,1.0,,single_family,1989.0,,False,False,,15500.0,8073335883,420000.0,2958470414,2023-08-08T14:32:27.000000Z,9719 Rosalie Dr,Montgomery,AL,,Montgomery,36117,32.348511,-86.144541
Wallace & Moody Realty,Office,2.0,,,2.0,,3.0,2.0,6534.0,,2024-01-05,245000.0,1742.0,1.0,,single_family,2001.0,,,False,,,8426516593,249000.0,2960634023,2023-10-17T22:03:02.000000Z,8087 Ansley Trce,Montgomery,AL,,Montgomery,36117,32.380124,-86.16438
Capital Rlty Grp River Region,Office,1.0,,,1.0,,3.0,,15682.0,,2024-01-05,100000.0,1471.0,1.0,,single_family,1950.0,,False,False,,7900.0,7056113344,105000.0,2959876046,2023-09-21T19:38:23.000000Z,256 Perry Hill Rd,Montgomery,AL,,Montgomery,36109,32.378365,-86.24679
5th Floor Realty Group,Office,2.0,,,1.0,1.0,3.0,,10664.0,,2024-01-05,95900.0,1200.0,1.0,,single_family,1971.0,,,False,,,7947655529,95500.0,2962219368,2023-12-04T21:26:28.000000Z,6212 Hinchcliff Rd,Montgomery,AL,,Montgomery,36117,32.391523,-86.193254
Sandra Nickel Hat Team Realtor,Office,4.0,,,3.0,1.0,4.0,2.0,30056.0,,2024-01-04,375000.0,4483.0,2.0,,single_family,1940.0,,,False,,,8261736041,410000.0,2959870684,2023-09-21T17:39:14.000000Z,2188 Woodley Rd,Montgomery,AL,,Montgomery,36111,32.341846,-86.277533
House & Home Real Estate,Office,2.0,,,2.0,,3.0,2.0,9583.0,,2024-01-04,320000.0,2488.0,1.0,,single_family,2004.0,,,False,,,8782779002,334900.0,2962186447,2023-12-02T15:38:34.000000Z,861 Somerset Dr,Montgomery,AL,,Montgomery,36117,32.375242,-86.158352
Silver Oak Realty,Office,2.0,,,2.0,,3.0,,10019.0,,2024-01-04,120000.0,1747.0,1.0,,single_family,1971.0,,True,False,,100.0,7152486220,119900.0,2960272346,2023-10-05T13:47:17.000000Z,3223 Babette Cir,Montgomery,AL,,Montgomery,36116,32.309924,-86.240711
Wallace & Moody Realty,Office,2.0,,,2.0,,4.0,2.0,13747.0,,2024-01-03,283000.0,2069.0,1.0,,single_family,1994.0,,,False,,,7194045969,289900.0,2961543302,2023-11-10T22:41:34.000000Z,2349 Brookstone Dr,Montgomery,AL,,Montgomery,36117,32.343306,-86.167468
Aegis-Michaud Properties Inc,Office,2.0,,,2.0,,4.0,,15682.0,,2024-01-02,284500.0,2124.0,1.0,,single_family,1994.0,,,False,,,7558916813,289900.0,2961717690,2023-11-15T22:35:40.000000Z,8332 Old Federal Rd,Montgomery,AL,,Montgomery,36117,32.341748,-86.167057
Capital Rlty Grp River Region,Office,2.0,,,2.0,,2.0,,4792.0,,2024-01-02,160000.0,1475.0,1.0,,single_family,1989.0,,,False,,,7532334823,175000.0,2961447588,2023-11-08T13:11:39.000000Z,4040 Chambers Pl,Montgomery,AL,,Montgomery,36109,32.389676,-86.244298
J. Webb Realty,Office,4.0,,,3.0,1.0,4.0,2.0,4356.0,,2024-01-02,439900.0,3050.0,2.0,,single_family,2022.0,,False,False,,5100.0,9702416423,439900.0,2959892239,2023-09-22T04:03:13.000000Z,7107 Fain Park Dr,Montgomery,AL,,Montgomery,36117,32.356445,-86.143059
X-Clusive Realty,Office,2.0,,,2.0,,3.0,,18731.0,,2024-01-02,68250.0,2556.0,1.0,,single_family,1968.0,,,False,,,7307257977,101200.0,2959976130,2023-09-25T20:39:05.000000Z,201 Eagerton Rd,Montgomery,AL,,Montgomery,36116,32.308274,-86.257496
Capital Rlty Grp River Region,Office,4.0,,,3.0,1.0,4.0,2.0,29621.0,,2024-01-02,385000.0,3288.0,2.0,,single_family,1987.0,,False,False,,10000.0,7435305681,399000.0,2957848730,2023-07-19T21:50:53.000000Z,8148 Lichfield Ct,Montgomery,AL,,Montgomery,36117,32.345345,-86.153421
ERA WEEKS & BROWNING REALTY,Office,2.0,,,2.0,,4.0,,26136.0,,2024-01-01,139900.0,1500.0,1.0,,single_family,1978.0,,,False,,,7899123899,139900.0,2962211734,2023-12-04T17:20:32.000000Z,4387 Wares Ferry Rd,Montgomery,AL,,Montgomery,36109,32.389227,-86.228626
CORE International Realty LLC.,Office,2.0,,,2.0,,3.0,,17280.0,,2023-12-30,115000.0,2240.0,1.0,,single_family,1975.0,,,False,,,7960919056,116000.0,2958308289,2023-08-03T03:41:29.000000Z,4530 Shamrock Ct,Montgomery,AL,,Montgomery,36106,32.339396,-86.231634
"Real Broker, LLC.",Office,3.0,,,3.0,,3.0,,24394.0,,2023-12-29,140267.0,2210.0,1.0,,single_family,1954.0,,,False,,,7300082097,160000.0,2959854318,2023-09-21T05:45:55.000000Z,3510 Bankhead Ave,Montgomery,AL,,Montgomery,36111,32.3413,-86.28926
Wallace & Moody Realty,Office,2.0,,,2.0,,3.0,,9712.0,,2024-01-16,65000.0,1432.0,1.0,,single_family,1955.0,,False,False,,9000.0,7231604965,68000.0,2957379146,2023-07-05T16:47:40.000000Z,611 Glenmore Rd,Montgomery,AL,,Montgomery,36107,32.386844,-86.284387
"List With Freedom, Inc.",Office,2.0,,,2.0,,3.0,,10890.0,,2024-01-12,169000.0,1804.0,1.0,,single_family,1984.0,,False,False,,5000.0,7700690979,169999.0,2960975584,2023-10-29T17:55:28.000000Z,1819 E Trinity Blvd,Montgomery,AL,,Montgomery,36106,32.351898,-86.232662
Realty South - Chilton REA,Office,2.0,,,2.0,,3.0,,12632.0,,2024-01-12,180000.0,1476.0,1.0,,single_family,1999.0,,,False,,,8798505230,189900.0,2962329566,2023-12-08T14:11:39.000000Z,1112 Sandlewood Ct,Montgomery,AL,,Montgomery,36117,32.405798,-86.200885
House & Home Real Estate,Office,2.0,,,2.0,,4.0,,12632.0,,2024-01-12,260000.0,1888.0,1.0,,single_family,2001.0,,True,False,,5001.0,7117799851,254999.0,2961991525,2023-11-27T22:50:49.000000Z,545 Ridge Park Dr,Montgomery,AL,,Montgomery,36117,32.37089,-86.161376
KW MONTGOMERY,Office,2.0,,,2.0,,3.0,,13068.0,,2024-01-12,60000.0,1722.0,1.0,,single_family,1962.0,,,False,,,8922976627,75000.0,2952735222,2023-02-24T15:00:22.000000Z,4275 Sunshine Dr,Montgomery,AL,,Montgomery,36116,32.323353,-86.291318
Century 21 Prestige,Office,3.0,,,2.0,1.0,3.0,,740520.0,,2024-01-12,424900.0,3339.0,2.0,,single_family,1974.0,,,False,,,9099119141,424900.0,2959272543,2023-09-01T00:58:27.000000Z,1380 Cantelou Rd,Montgomery,AL,,Montgomery,36108,32.323992,-86.458715
Mossy Oak Prop Al Land Crafter,Office,0.0,,,,,,,3397680.0,,2024-01-12,370000.0,,,,land,,,,False,,,9371305836,395000.0,2947407483,2022-09-02T18:18:05.000000Z,3180 E Old Hayneville Rd,Montgomery,AL,,Montgomery,36105,32.155112,-86.220291
Capital Rlty Grp River Region,Office,2.0,,,2.0,,3.0,2.0,11326.0,,2024-01-12,159000.0,1635.0,1.0,,single_family,1965.0,,,False,,,8224034280,159000.0,2962073853,2023-11-30T13:50:41.000000Z,817 Dumont Dr,Montgomery,AL,,Montgomery,36109,32.37021,-86.251939
First Call Realty,Office,2.0,,,2.0,,3.0,,14375.0,,2024-01-12,140000.0,1576.0,1.0,,single_family,1969.0,,,False,,,7788790816,140000.0,2962320837,2023-12-08T00:50:40.000000Z,369 Kroy Dr,Montgomery,AL,,Montgomery,36117,32.389801,-86.196333
Partners Realty,Office,1.0,,,1.0,,3.0,,13504.0,,2024-01-12,149900.0,1736.0,1.0,,single_family,1954.0,,,False,,,7502373005,149900.0,2962528957,2023-12-13T22:08:44.000000Z,3725 Dalraida Pkwy,Montgomery,AL,,Montgomery,36109,32.393518,-86.247999
Taylor Realty,Office,1.0,,,1.0,,2.0,,4356.0,,2024-01-12,45000.0,1434.0,1.0,,single_family,1966.0,,,False,,,9066470079,50000.0,2962546121,2023-12-14T16:29:30.000000Z,1109D E Nixon Ave,Montgomery,AL,,Montgomery,36104,32.362228,-86.312431
EXIT Realty Pike Road,Office,2.0,,,2.0,,4.0,2.0,13068.0,,2024-01-11,310000.0,2134.0,1.0,,single_family,2006.0,,False,False,,10000.0,7582727824,320000.0,2959156747,2023-08-28T19:26:36.000000Z,8979 Pennington Pl,Montgomery,AL,,Montgomery,36117,32.316226,-86.134284
RE/MAX Cornerstone Plus,Office,2.0,,,2.0,,3.0,,6970.0,,2024-01-10,147000.0,1650.0,1.0,,single_family,1986.0,,,False,,,7012948010,145000.0,2960865829,2023-10-25T19:07:59.000000Z,3139 Sutton Dr,Montgomery,AL,,Montgomery,36111,32.330353,-86.257237
Ourtown Realty,Office,2.0,,,2.0,,5.0,2.0,16553.0,,2024-01-10,195000.0,2264.0,1.0,,single_family,1968.0,,,False,,,7474045814,215000.0,2958028203,2023-07-25T20:45:25.000000Z,5728 Carriage Hills Dr,Montgomery,AL,,Montgomery,36116,32.336941,-86.223595
Storing Up Treasures Realty,Office,2.0,,,2.0,,3.0,2.0,16988.0,,2024-01-09,136000.0,1752.0,1.0,,single_family,1968.0,,,False,,,8160653135,136000.0,2961502665,2023-11-09T21:32:22.000000Z,4760 Queensbury Ct,Montgomery,AL,,Montgomery,36116,32.312602,-86.287019
KW MONTGOMERY,Office,1.0,,,1.0,,3.0,,11326.0,,2024-01-09,31500.0,961.0,1.0,,single_family,1958.0,,,False,,,7315920123,31500.0,2963067396,2024-01-10T03:11:24.000000Z,1313 Adrian Ln,Montgomery,AL,,Montgomery,36111,32.334407,-86.289689
MARY LOU BAILEY REALTY,Office,2.0,,,2.0,,4.0,,12632.0,,2024-01-08,178000.0,1892.0,1.0,,single_family,1967.0,,False,False,,5000.0,8656536510,184900.0,2961407982,2023-11-07T00:05:24.000000Z,511 E Moye Dr,Montgomery,AL,,Montgomery,36109,32.37289,-86.237024
KW MONTGOMERY,Office,2.0,,,2.0,,4.0,,11326.0,,2024-01-08,172500.0,1699.0,1.0,,single_family,1975.0,,,False,,,8182935020,169900.0,2962227212,2023-12-05T03:11:36.000000Z,729 Ledyard Pl,Montgomery,AL,,Montgomery,36109,32.392608,-86.231218
ARC Realty Montgomery,Office,2.0,,,2.0,,3.0,2.0,67954.0,,2024-01-08,150000.0,1833.0,1.0,,single_family,1962.0,,,False,,,7463846561,159000.0,2960840384,2023-10-24T22:03:07.000000Z,540 Seibles Rd,Montgomery,AL,,Montgomery,36116,32.31254,-86.29416
LanMac Realty,Office,3.0,,,2.0,1.0,3.0,,313632.0,,2024-01-08,170000.0,3092.0,1.0,,single_family,1945.0,,False,False,,20000.0,9438857823,180000.0,2959489307,2023-09-08T14:32:07.000000Z,7370 Narrow Lane Rd,Montgomery,AL,,Montgomery,36116,32.273275,-86.259551
SNC Real Estate LLC.,Office,1.0,,,1.0,,3.0,,12632.0,,2024-01-05,125000.0,1380.0,1.0,,single_family,1957.0,,,False,,,8163998846,125000.0,2961396128,2023-11-06T18:42:05.000000Z,4006 Marquette Dr,Montgomery,AL,,Montgomery,36109,32.370027,-86.242435
Arc Realty - Auburn,Office,2.0,,,2.0,,3.0,,6098.0,,2024-01-05,162000.0,1539.0,1.0,,single_family,1984.0,,,False,,,8965792046,180000.0,2961496687,2023-11-09T19:26:26.000000Z,6032 Bolingbrook Dr,Montgomery,AL,,Montgomery,36117,32.352188,-86.201805
Aronov Realty Brokerage Inc.,Office,2.0,,,2.0,,3.0,,8276.0,,2024-01-05,111200.0,1178.0,1.0,,single_family,1950.0,,,False,,,8210500445,118900.0,2961489340,2023-11-09T16:29:22.000000Z,2802 Cherry St,Montgomery,AL,,Montgomery,36107,32.369906,-86.271969
"Shashy Realty, LLC",Office,1.0,,,1.0,,3.0,1.0,7405.0,,2024-01-05,63000.0,1290.0,1.0,,single_family,1948.0,,,False,,,7793345485,65000.0,2961378333,2023-11-05T18:44:56.000000Z,2938 McQueen St,Montgomery,AL,,Montgomery,36107,32.375789,-86.27008
